Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","352","Iceland","7271","Temperature change","7006","June","2011","2011","°C","-0.56","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7006","June","2012","2012","°C","0.544","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7006","June","2013","2013","°C","1.589","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7006","June","2014","2014","°C","2.321","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7006","June","2015","2015","°C","0.104","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7006","June","2016","2016","°C","2.262","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7006","June","2017","2017","°C","0.941","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7006","June","2018","2018","°C","0.991","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7006","June","2019","2019","°C","1.165","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7006","June","2020","2020","°C","1.455","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2001","2001","°C","0.278","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2002","2002","°C","0.385","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2003","2003","°C","1.348","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2004","2004","°C","1.206","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2005","2005","°C","1.25","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2006","2006","°C","0.937","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2007","2007","°C","1.193","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2008","2008","°C","1.694","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2009","2009","°C","1.239","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2010","2010","°C","1.492","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2011","2011","°C","1.087","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2012","2012","°C","1.616","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2013","2013","°C","0.755","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2014","2014","°C","1.464","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2015","2015","°C","-0.275","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2016","2016","°C","1.602","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2017","2017","°C","1.475","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2018","2018","°C","0.903","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2019","2019","°C","2.095","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7007","July","2020","2020","°C","0.212","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2001","2001","°C","0.596","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2002","2002","°C","0.404","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2003","2003","°C","2.515","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2004","2004","°C","2.115","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2005","2005","°C","0.394","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2006","2006","°C","1.415","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2007","2007","°C","0.833","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2008","2008","°C","1.138","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2009","2009","°C","0.875","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2010","2010","°C","1.39","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2011","2011","°C","0.515","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2012","2012","°C","1.546","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2013","2013","°C","0.57","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2014","2014","°C","1.207","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2015","2015","°C","0.646","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2016","2016","°C","1.58","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2017","2017","°C","1.127","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2018","2018","°C","0.558","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2019","2019","°C","0.617","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7008","August","2020","2020","°C","1.076","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2001","2001","°C","1.378","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2002","2002","°C","1.623","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2003","2003","°C","1.237","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2004","2004","°C","1.697","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2005","2005","°C","-1.013","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2006","2006","°C","2.054","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2007","2007","°C","0.161","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2008","2008","°C","1.96","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2009","2009","°C","0.786","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2010","2010","°C","2.162","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2011","2011","°C","1.194","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2012","2012","°C","-0.268","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2013","2013","°C","-0.447","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2014","2014","°C","2.102","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2015","2015","°C","2.022","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2016","2016","°C","1.517","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2017","2017","°C","2.464","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2018","2018","°C","0.099","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2019","2019","°C","1.569","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7009","September","2020","2020","°C","0.204","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2001","2001","°C","1.695","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2002","2002","°C","0.342","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2003","2003","°C","0.361","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2004","2004","°C","0.008","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2005","2005","°C","-1.072","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2006","2006","°C","0.282","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2007","2007","°C","1.216","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2008","2008","°C","-1.651","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2009","2009","°C","0.053","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2010","2010","°C","1.279","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2011","2011","°C","0.315","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2012","2012","°C","-0.418","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2013","2013","°C","-0.365","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2014","2014","°C","0.032","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2015","2015","°C","1.18","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2016","2016","°C","3.359","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2017","2017","°C","2.338","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2018","2018","°C","-0.095","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2019","2019","°C","0.464","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7010","October","2020","2020","°C","1.013","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2001","2001","°C","0.548","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2002","2002","°C","2.89","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2003","2003","°C","1.36","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2004","2004","°C","0.453","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2005","2005","°C","0.087","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2006","2006","°C","-0.621","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2007","2007","°C","0.794","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2008","2008","°C","0.881","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2009","2009","°C","1.396","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2010","2010","°C","-0.319","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2011","2011","°C","2.649","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2012","2012","°C","-0.268","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2013","2013","°C","0.451","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2014","2014","°C","3.557","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2015","2015","°C","0.89","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2016","2016","°C","2.158","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2017","2017","°C","-0.927","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2018","2018","°C","2.05","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2019","2019","°C","0.639","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7011","November","2020","2020","°C","1.061","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2001","2001","°C","2.179","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2002","2002","°C","3.88","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2003","2003","°C","0.725","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2004","2004","°C","0.387","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2005","2005","°C","2.507","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2006","2006","°C","3.147","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2007","2007","°C","1.976","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2008","2008","°C","1.19","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2009","2009","°C","1.283","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2010","2010","°C","0.8","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2011","2011","°C","-1.468","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2012","2012","°C","1.268","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2013","2013","°C","0.082","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2014","2014","°C","0.319","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2015","2015","°C","0.524","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2016","2016","°C","3.874","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2017","2017","°C","0.125","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2018","2018","°C","2.718","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2019","2019","°C","1.173","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7012","December","2020","2020","°C","1.332","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2001","2001","°C","1.038","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2002","2002","°C","0.6","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2003","2003","°C","2.555","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2004","2004","°C","0.792","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2005","2005","°C","0.877","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2006","2006","°C","2.557","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2007","2007","°C","1.287","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2008","2008","°C","0.872","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2009","2009","°C","1.164","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2010","2010","°C","1.269","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2011","2011","°C","1.564","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2012","2012","°C","0.973","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2013","2013","°C","2.671","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2014","2014","°C","1.623","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2015","2015","°C","0.508","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2016","2016","°C","0.308","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2017","2017","°C","3.1","E","Estimated value"
