Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1882","Agricultural Products","2004","2004","1000 $","871358241","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1882","Agricultural Products","2005","2005","1000 $","875201672","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1882","Agricultural Products","2006","2006","1000 $","913916834","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1882","Agricultural Products","2007","2007","1000 $","1057358169","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1882","Agricultural Products","2008","2008","1000 $","1293706658","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1882","Agricultural Products","2009","2009","1000 $","1112557503","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1882","Agricultural Products","2010","2010","1000 $","1177794898","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1882","Agricultural Products","2011","2011","1000 $","1408508360","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1882","Agricultural Products","2012","2012","1000 $","1336215188","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1882","Agricultural Products","2013","2013","1000 $","1349068731","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1882","Agricultural Products","2014","2014","1000 $","1286870127","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1882","Agricultural Products","2015","2015","1000 $","1124180003","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1882","Agricultural Products","2016","2016","1000 $","1084323584","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1882","Agricultural Products","2017","2017","1000 $","1133865356","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1882","Agricultural Products","2018","2018","1000 $","1147050006","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1882","Agricultural Products","2019","2019","1000 $","1120723472","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1882","Agricultural Products","2020","2020","1000 $","1130192616","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1961","1961","1000 $","232120248","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1962","1962","1000 $","224797373","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1963","1963","1000 $","236999028","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1964","1964","1000 $","235920259","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1965","1965","1000 $","231174533","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1966","1966","1000 $","229235263","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1967","1967","1000 $","236638678","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1968","1968","1000 $","236660923","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1969","1969","1000 $","251916137","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1970","1970","1000 $","249379224","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1971","1971","1000 $","259963252","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1972","1972","1000 $","278876662","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1973","1973","1000 $","361526674","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1974","1974","1000 $","471223013","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1975","1975","1000 $","479669800","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1976","1976","1000 $","467635492","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1977","1977","1000 $","518459329","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1978","1978","1000 $","533230201","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1979","1979","1000 $","602585123","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1980","1980","1000 $","634939530","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1981","1981","1000 $","603536470","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1982","1982","1000 $","556173187","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1983","1983","1000 $","540899023","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1984","1984","1000 $","554933072","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1985","1985","1000 $","520798522","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1986","1986","1000 $","573567884","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1987","1987","1000 $","585296812","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1988","1988","1000 $","647067636","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1989","1989","1000 $","668741388","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1990","1990","1000 $","715687120","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1991","1991","1000 $","693368856","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1992","1992","1000 $","700280908","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1993","1993","1000 $","675398304","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1994","1994","1000 $","739965810","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1995","1995","1000 $","808168751","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1996","1996","1000 $","848453053","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1997","1997","1000 $","797012033","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1998","1998","1000 $","740246450","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","1999","1999","1000 $","669332732","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2000","2000","1000 $","633934119","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2001","2001","1000 $","620567654","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2002","2002","1000 $","640885333","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2003","2003","1000 $","732238137","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2004","2004","1000 $","820239133","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2005","2005","1000 $","823489525","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2006","2006","1000 $","868154006","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2007","2007","1000 $","1008418808","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2008","2008","1000 $","1223488384","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2009","2009","1000 $","1052593725","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2010","2010","1000 $","1132571319","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2011","2011","1000 $","1350660577","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2012","2012","1000 $","1282126695","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2013","2013","1000 $","1290146452","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2014","2014","1000 $","1234014403","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2015","2015","1000 $","1066599006","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2016","2016","1000 $","1045732288","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2017","2017","1000 $","1084781097","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2018","2018","1000 $","1105264180","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2019","2019","1000 $","1087648133","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1882","Agricultural Products","2020","2020","1000 $","1076429864","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1961","1961","1000 $","176582347","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1962","1962","1000 $","178993048","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1963","1963","1000 $","188645117","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1964","1964","1000 $","193228534","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1965","1965","1000 $","189138042","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1966","1966","1000 $","186963169","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1967","1967","1000 $","192657432","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1968","1968","1000 $","196581958","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1969","1969","1000 $","207727352","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1970","1970","1000 $","211878277","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1971","1971","1000 $","224114456","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1972","1972","1000 $","238071792","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1973","1973","1000 $","302413964","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1974","1974","1000 $","402012753","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1975","1975","1000 $","437085876","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1976","1976","1000 $","407949601","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1977","1977","1000 $","467418228","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1978","1978","1000 $","479254617","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1979","1979","1000 $","525776472","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1980","1980","1000 $","568822448","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1981","1981","1000 $","545232567","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1982","1982","1000 $","499185055","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1983","1983","1000 $","489255541","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1984","1984","1000 $","492087445","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1985","1985","1000 $","475024840","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1986","1986","1000 $","531359764","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1987","1987","1000 $","528774146","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1988","1988","1000 $","572116877","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1989","1989","1000 $","588806787","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1990","1990","1000 $","644763387","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1991","1991","1000 $","629170679","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1992","1992","1000 $","615191718","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1993","1993","1000 $","596533703","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1994","1994","1000 $","654912561","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1995","1995","1000 $","710642262","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1996","1996","1000 $","727176475","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1997","1997","1000 $","686819068","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1998","1998","1000 $","665853176","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","1999","1999","1000 $","603326435","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2000","2000","1000 $","562522571","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2001","2001","1000 $","556300061","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2002","2002","1000 $","567401661","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2003","2003","1000 $","654622424","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2004","2004","1000 $","741587953","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2005","2005","1000 $","748753223","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2006","2006","1000 $","780551591","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2007","2007","1000 $","913512803","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2008","2008","1000 $","1122907930","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2009","2009","1000 $","961937968","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2010","2010","1000 $","1009923327","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2011","2011","1000 $","1200041981","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2012","2012","1000 $","1143584199","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2013","2013","1000 $","1158168715","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2014","2014","1000 $","1107993799","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2015","2015","1000 $","973335114","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2016","2016","1000 $","941015279","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2017","2017","1000 $","983129552","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2018","2018","1000 $","987039486","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2019","2019","1000 $","971165492","E","Estimated value"
"TI","Trade Indices","001","World","64","Import Value Base Period Quantity","F1982","Food Excluding Fish","2020","2020","1000 $","980993922","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1961","1961","1000 $","162556258","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1962","1962","1000 $","160941274","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1963","1963","1000 $","171855874","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1964","1964","1000 $","171710999","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1965","1965","1000 $","170035768","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1966","1966","1000 $","169065952","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1967","1967","1000 $","177425730","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1968","1968","1000 $","178385212","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1969","1969","1000 $","190935672","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1970","1970","1000 $","192412174","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1971","1971","1000 $","203330572","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1972","1972","1000 $","217126615","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1973","1973","1000 $","277482215","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1974","1974","1000 $","373276946","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1975","1975","1000 $","391472282","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1976","1976","1000 $","374813183","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1977","1977","1000 $","413245257","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1978","1978","1000 $","427391479","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1979","1979","1000 $","482731558","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1980","1980","1000 $","513005478","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1981","1981","1000 $","487950500","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1982","1982","1000 $","448769289","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1983","1983","1000 $","437494249","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1984","1984","1000 $","447646502","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1985","1985","1000 $","424602791","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1986","1986","1000 $","474892446","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1987","1987","1000 $","474754423","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1988","1988","1000 $","517061827","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1989","1989","1000 $","536609388","E","Estimated value"
