Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","1992","1992","index","58.79","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","1993","1993","index","59.32","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","1994","1994","index","60.77","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","1995","1995","index","62.09","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","1996","1996","index","64.48","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","1997","1997","index","65.79","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","1998","1998","index","66.85","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","1999","1999","index","68.93","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2000","2000","index","70.38","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2001","2001","index","71.35","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2002","2002","index","72.34","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2003","2003","index","74.12","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2004","2004","index","77.58","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2005","2005","index","78.99","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2006","2006","index","80.66","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2007","2007","index","82.85","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2008","2008","index","86.03","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2009","2009","index","86.62","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2010","2010","index","88.77","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2011","2011","index","92.06","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2012","2012","index","93.1","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2013","2013","index","96.82","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2014","2014","index","98.73","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2015","2015","index","99.96","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2016","2016","index","101.31","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2017","2017","index","104.2","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2018","2018","index","105.32","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2019","2019","index","106.07","E","Estimated value"
"QI","Production Indices","001","World","432","Gross Production Index Number (2014-2016 = 100)","F2051","Agriculture","2020","2020","index","107.42","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1961","1961","index","69.86","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1962","1962","index","70.76","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1963","1963","index","71.18","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1964","1964","index","72.13","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1965","1965","index","72.24","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1966","1966","index","73.36","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1967","1967","index","74.44","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1968","1968","index","75.05","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1969","1969","index","73.92","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1970","1970","index","74.69","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1971","1971","index","75","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1972","1972","index","73.19","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1973","1973","index","75.78","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1974","1974","index","74.91","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1975","1975","index","74.91","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1976","1976","index","75.3","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1977","1977","index","75.76","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1978","1978","index","77.82","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1979","1979","index","77.34","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1980","1980","index","76.09","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1981","1981","index","77.21","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1982","1982","index","78.34","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1983","1983","index","77.3","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1984","1984","index","79.78","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1985","1985","index","79.68","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1986","1986","index","79.57","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1987","1987","index","79.05","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1988","1988","index","78.4","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1989","1989","index","79.71","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1990","1990","index","80.38","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1991","1991","index","76.21","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1992","1992","index","78.9","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1993","1993","index","78.43","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1994","1994","index","79.19","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1995","1995","index","79.77","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1996","1996","index","81.7","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1997","1997","index","82.22","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1998","1998","index","82.43","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1999","1999","index","83.89","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2000","2000","index","84.55","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2001","2001","index","84.62","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2002","2002","index","84.71","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2003","2003","index","85.72","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2004","2004","index","88.61","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2005","2005","index","89.1","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2006","2006","index","89.87","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2007","2007","index","91.18","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2008","2008","index","93.52","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2009","2009","index","93.01","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2010","2010","index","94.17","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2011","2011","index","96.49","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2012","2012","index","96.42","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2013","2013","index","99.09","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2014","2014","index","99.88","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2015","2015","index","99.96","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2016","2016","index","100.17","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2017","2017","index","101.88","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2018","2018","index","101.85","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2019","2019","index","101.48","E","Estimated value"
"QI","Production Indices","001","World","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2020","2020","index","101.7","E","Estimated value"
